short_opening_name,opening_name,winner,opening_eco,num_games,white_rating,black_rating,turns
Zukertort Opening,Zukertort Opening: Nimzo-Larsen Variation,white,A04,5,1940,1881,61
Torre Attack #2,Torre Attack #2,draw,A46,2,1615,1474,100
Sicilian Defense,Sicilian Defense: French Variation |  Normal,white,B40,1,1664,1869,95
Indian Game,Indian Game: Pawn Push Variation,white,A45,6,1584,1456,51
Ruy Lopez,Ruy Lopez: Marshall Attack,black,C89,1,1839,1673,54
Ruy Lopez,Ruy Lopez: Closed Variations |  Martinez Variation,black,C78,1,1839,1673,50
Nimzo-Indian Defense,Nimzo-Indian Defense: Normal Variation |  Bishop Attack,black,E47,1,1839,1673,50
French Defense,French Defense: Rubinstein Variation,white,C10,6,1859,1600,35
Van Geet Opening,Van Geet Opening: Dunst-Perrenet Gambit,draw,A00,1,2322,2472,115
Ruy Lopez,Ruy Lopez: Berlin Defense |  Beverwijk Variation,black,C65,6,1742,1908,81
Italian Game,Italian Game: Two Knights Defense |  Fried Liver Attack,draw,C57,1,2235,2258,69
Sicilian Defense,Sicilian Defense: Sozin Attack,black,B86,5,1626,1718,68
Italian Game,Italian Game: Rousseau Gambit,white,C50,3,1595,1513,33
Nimzowitsch Defense,Nimzowitsch Defense: Pseudo-Spanish Variation,black,B00,2,1450,1412,75
Sicilian Defense,Sicilian Defense,black,B54,7,1419,1444,75
Center Game,Center Game: Kieseritzky Variation #3,black,C21,2,1366,1370,49
Sicilian Defense,Sicilian Defense: Najdorf Variation |  Opocensky Variation,black,B92,5,1779,1847,59
King's Gambit |  Falkbeer Countergambit |  Hinrichsen Gambit,King's Gambit |  Falkbeer Countergambit |  Hinrichsen Gambit,draw,C31,1,1891,1854,56
Budapest Defense,Budapest Defense,black,A52,3,1751,1868,58
Queen's Indian Accelerated,Queen's Indian Accelerated,white,A50,4,1540,1543,52
Dutch Defense,Dutch Defense: Raphael Variation,black,A80,4,1823,1793,60
Vienna Game,Vienna Game: Falkbeer Variation,black,C26,6,1208,1414,43
Center Game,Center Game: Ross Gambit,black,C21,1,1484,1738,30
Three Knights Opening,Three Knights Opening: Schlechter Variation,white,C46,1,1764,1404,41
Scandinavian Defense,Scandinavian Defense: Boehnke Gambit,black,B01,4,1402,1554,77
French Defense,French Defense: MacCutcheon Variation |  Exchange Variation,black,C12,1,2267,1500,166
Bishop's Opening,Bishop's Opening: Vienna Hybrid,black,C28,5,1603,1749,72
Queen's Pawn Game,Queen's Pawn Game: Barry Attack |  Gruenfeld Variation,white,D02,1,2255,1806,67
Neo-Gruenfeld Defense,Neo-Gruenfeld Defense: Delayed Exchange Variation,white,D74,2,1864,1954,83
King's Pawn Game,King's Pawn Game: Tortoise Opening,black,C20,2,1294,1510,38
Queen's Pawn Game,Queen's Pawn Game: Zurich Gambit,black,D00,1,1279,1207,44
Bishop's Opening,Bishop's Opening: Calabrese Countergambit,white,C23,5,1837,1743,30
Ruy Lopez,Ruy Lopez: Steinitz Defense,draw,C62,6,1514,1578,63
Queen's Gambit Refused,Queen's Gambit Refused: Chigorin Defense,white,D07,2,1643,1082,63
Australian Defense,Australian Defense,white,A40,1,1885,1460,35
Ware Defense,Ware Defense,white,B00,8,1458,1433,34
French Defense,French Defense: Alekhine-Chatard Attack |  Breyer Variation,black,C13,1,1948,2159,65
French Defense,French Defense: Burn Variation,white,C11,1,1936,1930,38
French Defense,French Defense: Rubinstein Variation |  Blackburne Defense,black,C10,1,1971,1858,156
Caro-Kann Defense,Caro-Kann Defense: Main Line,white,B15,2,1594,1318,46
Benko Gambit,Benko Gambit,white,A57,3,1876,1970,67
French Defense,French Defense: Winawer Variation |  Advance Variation #2,black,C18,2,1894,1890,65
French Defense,French Defense: Alekhine-Chatard Attack |  Maroczy Variation,draw,C13,1,1986,1993,142
Sicilian Defense,Sicilian Defense: Dragon Variation |  Yugoslav Attack,draw,B78,1,1988,1730,120
Philidor Defense,Philidor Defense: Philidor Countergambit,white,C41,4,1553,1319,70
Scandinavian Defense,Scandinavian Defense: Zilbermints Gambit,white,B01,1,1500,1500,57
Modern Defense,Modern Defense,draw,B06,3,1623,1648,119
Amazon Attack,Amazon Attack,draw,D00,1,1500,1017,8
English Opening,English Opening: Four Knights System |  Nimzowitsch Variation,black,A28,2,1706,1728,83
Dutch Defense,Dutch Defense: Omega-Isis Gambit,white,A80,2,1564,1520,45
Blackmar-Diemer Gambit,Blackmar-Diemer Gambit: Netherlands Variation,black,D00,1,1539,1533,52
Queen's Gambit Declined,Queen's Gambit Declined: Harrwitz Attack,black,D37,2,1825,1861,104
Slav Defense,Slav Defense: Winawer Countergambit,black,D10,1,1838,1818,44
Ruy Lopez,Ruy Lopez: Open Variations |  Open Variation,black,C80,2,1932,1550,46
Nimzo-Indian Defense,Nimzo-Indian Defense: Ragozin Variation,draw,E20,2,1656,1688,58
Hungarian Opening,Hungarian Opening: Reversed Modern Defense,black,A00,2,1385,1707,111
Sicilian Defense,Sicilian Defense: Lasker-Dunne Attack,black,B20,5,1649,1848,86
Slav Defense,Slav Defense: Modern,white,D11,4,1920,1698,80
Gruenfeld Defense,Gruenfeld Defense: Three Knights Variation |  Petrosian System,black,D91,3,1593,1669,55
Pirc Defense,Pirc Defense: Austrian Attack,white,B09,2,1606,1690,49
Italian Game,Italian Game: Scotch Gambit |  Walbrodt-Baird Gambit,black,C55,1,1429,1333,26
Indian Game,Indian Game: Anti-Nimzo-Indian,black,E10,2,1593,1727,50
Queen's Gambit Accepted,Queen's Gambit Accepted: Central Variation |  McDonnell Defense |  Somov Gambit,white,D20,1,1817,1494,17
Indian Game,Indian Game: Seirawan Attack,black,E00,5,1587,1688,53
Sicilian Defense,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Panov Variation,white,B76,1,2279,2255,61
Sicilian Defense,Sicilian Defense: Closed Variation,white,B25,1,2242,2305,77
Sicilian Defense,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Modern Line,black,B76,2,1930,2068,93
Sicilian Defense,Sicilian Defense: Closed Variation |  Korchnoi Defense,black,B23,1,2239,2321,52
Sicilian Defense,Sicilian Defense: Closed #2,white,B23,2,1802,1561,57
Ruy Lopez,Ruy Lopez: Morphy Defense |  Schliemann Defense Deferred,black,C70,2,1750,1920,66
Sicilian Defense,Sicilian Defense: Scheveningen Variation,white,B80,4,1652,1670,60
Modern Defense,Modern Defense: Standard Defense,white,B06,3,1948,1545,60
Sicilian Defense,Sicilian Defense: Mengarini Variation,black,B20,2,1624,1804,46
Ruy Lopez,Ruy Lopez: Berlin Defense |  Beverwijk Variation,draw,C65,1,1417,1463,109
Sicilian Defense,Sicilian Defense: Kramnik Variation,white,B40,2,1695,1398,45
Old Indian Defense,Old Indian Defense,draw,A53,2,1718,1760,106
Old Indian Defense,Old Indian Defense: Tartakower-Indian,black,A54,1,1562,1715,95
French Defense,French Defense: Advance Variation |  Nimzowitsch Gambit,black,C02,1,1962,2091,104
Nimzo-Indian Defense,Nimzo-Indian Defense: Huebner Variation |  Rubinstein Variation,white,E42,1,1686,2166,85
French Defense,French Defense: Rubinstein Variation |  Blackburne Defense,draw,C10,1,1774,1648,14
Sicilian Defense,Sicilian Defense: Smith-Morra Gambit Accepted |  Scheveningen Formation,black,B21,3,1849,1793,76
Valencia Opening,Valencia Opening,black,A00,1,1608,1936,22
Queen's Gambit Refused,Queen's Gambit Refused: Austrian Defense,black,D06,6,1602,1599,65
Sicilian Defense,Sicilian Defense: Smith-Morra Gambit Accepted |  Scheveningen Formation,draw,B21,1,1527,1565,43
Queen's Gambit Refused,Queen's Gambit Refused: Austrian Defense,draw,D06,1,1589,1606,84
Dutch Defense,Dutch Defense,white,A84,3,1710,1612,61
King's Indian Defense,King's Indian Defense: Four Pawns Attack |  Dynamic Attack,black,E76,3,1840,1990,76
Queen's Gambit Refused,Queen's Gambit Refused: Albin Countergambit |  Lasker Trap,white,D08,2,1604,1608,72
King's Indian Defense,King's Indian Defense: Four Pawns Attack,black,E76,7,1749,1641,53
Hungarian Opening,Hungarian Opening: Buecker Gambit,black,A00,1,1576,1636,8
English Opening,English Opening: Anglo-Scandinavian Defense |  Loehn Gambit,white,A10,1,1667,1352,39
Benoni Defense,Benoni Defense: Modern Variation,white,A60,2,1888,1872,54
Sicilian Defense,Sicilian Defense: Paulsen Variation |  Szen Variation,draw,B44,2,1815,1819,84
Van Geet Opening,Van Geet Opening: Reversed Nimzowitsch,white,A00,3,1349,1017,32
Italian Game,Italian Game: Rosentreter Gambit,black,C50,2,1214,1494,38
French Defense,French Defense: Carlson Gambit,white,C01,1,1840,1699,123
Rat Defense,Rat Defense: English Rat |  Lisbon Gambit,black,A41,1,1720,1383,88
Nimzo-Indian Defense,Nimzo-Indian Defense: Normal Variation |  Huebner Deferred,white,E50,3,1787,1813,54
Nimzo-Indian Defense,Nimzo-Indian Defense: Normal Variation |  Gligoric System |  Bernstein Defense,black,E56,3,1877,2048,50
Indian Game,Indian Game: Normal Variation,white,A50,2,1343,1298,56
English Defense,English Defense,black,A40,8,1699,1940,72
Queen's Gambit Refused,Queen's Gambit Refused: Albin Countergambit |  Normal Line,black,D08,4,1834,1763,49
Gruenfeld Defense,Gruenfeld Defense: Three Knights Variation |  Burille Variation,white,D94,5,1849,1725,52
Robatsch (Modern) Defense,Robatsch (Modern) Defense,draw,B06,2,1790,1658,108
Three Knights Opening,Three Knights Opening: Steinitz Defense,black,C46,1,1500,1500,76
Torre Attack,Torre Attack,black,A46,2,1782,1742,92
Petrov's Defense #4,Petrov's Defense #4,draw,C42,1,1817,1688,115
Four Knights Game,Four Knights Game: Double Spanish,draw,C49,1,1107,1332,121
Catalan Opening,Catalan Opening: Closed Variation,white,E06,2,2120,1578,56
Queen's Gambit Refused,Queen's Gambit Refused: Baltic Defense |  Pseudo-Slav,black,D02,1,2093,1932,12
English Opening,English Opening: Anglo-Indian Defense |  King's Knight Variation,black,A15,3,1739,1605,57
Scandinavian Defense,Scandinavian Defense: Anderssen Counterattack,white,B01,2,1576,1385,41
Slav Defense,Slav Defense: Schlechter Variation,black,D15,1,1580,1578,84
Italian Game,Italian Game: Classical Variation,black,C53,2,1486,1528,35
Italian Game,Italian Game: Scotch Gambit Declined #2,black,C55,1,1320,1524,24
Sicilian Defense,Sicilian Defense: Mengarini Variation,white,B20,5,1668,1606,84
Italian Game,Italian Game: Evans Gambit |  McDonnell Defense,black,C51,2,1552,1596,68
Italian Game,Italian Game: Evans Gambit |  Morphy Attack,white,C51,1,1521,1434,27
Nimzo-Larsen Attack,Nimzo-Larsen Attack: Modern Variation,draw,A01,1,1459,1462,161
French Defense,French Defense: Classical Variation |  Normal Variation,black,C13,1,2118,1817,84
Ruy Lopez,Ruy Lopez: Exchange Variation |  Bronstein Variation,white,C69,2,1963,1970,41
Tarrasch Defense,Tarrasch Defense: Classical Variation,black,D34,2,1782,1936,130
English Opening,English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon,white,A22,1,1794,1671,59
Gruenfeld Defense,Gruenfeld Defense,white,D80,2,1646,1608,45
French Defense,French Defense: Rubinstein Variation |  Fort Knox Variation,draw,C10,2,1914,1820,120
Queen's Gambit Declined,Queen's Gambit Declined: Anti-Tartakower Variation,black,D55,1,1701,1816,36
Gruenfeld Defense,Gruenfeld Defense: Three Knights Variation |  Hungarian Variation,draw,D93,1,1770,1774,73
Ponziani Opening,Ponziani Opening: Spanish Variation,black,C44,2,1564,1535,46
French Defense,French Defense: Classical Variation |  Pollock Variation,white,C14,1,1799,1843,71
Alekhine Defense #2,Alekhine Defense #2,draw,B03,1,1849,1826,13
Rat Defense,Rat Defense: English Rat,white,A41,3,1581,1508,72
Ruy Lopez,Ruy Lopez: Morphy Defense,draw,C78,1,1721,1249,75
Scotch Game,Scotch Game: Malaniuk Variation,white,C45,1,2018,1923,67
Caro-Kann Defense,Caro-Kann Defense: Accelerated Panov Attack,black,B10,1,1500,1723,116
Scandinavian Defense,Scandinavian Defense: Blackburne-Kloosterboer Gambit,white,B01,2,1552,1500,68
Four Knights Game,Four Knights Game: Gunsberg Variation,black,C46,5,1641,1625,67
Italian Game,Italian Game: Two Knights Defense #2,black,C55,2,1569,1536,44
Queen's Gambit Declined,Queen's Gambit Declined: Been-Koomen Variation,white,D50,1,1532,1773,89
Philidor Defense,Philidor Defense: Philidor Countergambit,black,C41,1,1094,1334,58
Sicilian Defense,Sicilian Defense: Open,black,B32,2,1336,1354,58
Mieses Opening,Mieses Opening: Reversed Rat,white,A00,8,1458,1426,77
Sicilian Defense,Sicilian Defense: Nimzowitsch Variation,white,B29,1,1301,1318,75
Sicilian Defense,Sicilian Defense: O'Kelly Variation |  Maroczy Bind |  Paulsen Line,black,B28,1,1977,2241,80
French Defense,French Defense: Winawer Variation |  Advance Variation,white,C18,1,2006,1757,91
Sicilian Defense,Sicilian Defense: Alapin Variation |  Barmen Defense |  Central Exchange,black,B22,1,2052,1992,50
Sicilian Defense,Sicilian Defense: Paulsen Variation |  Bastrikov Variation,white,B47,2,1852,1996,91
Queen's Gambit Declined,Queen's Gambit Declined: Harrwitz Attack |  Orthodox Defense,black,D37,2,1748,1966,80
Scandinavian Defense,Scandinavian Defense: Classical Variation,white,B01,1,1936,1938,145
Sicilian Defense,Sicilian Defense: Accelerated Dragon |  Modern Variation,black,B34,5,1806,1998,62
French Defense,French Defense: Winawer Variation |  Retreat Variation,white,C18,1,1928,1688,51
English Opening,English Opening: King's English Variation |  Four Knights Variation |  Quiet Line #3,draw,A28,2,1944,1929,104
French Defense,French Defense: Rubinstein Variation,black,C10,1,1641,1766,50
Sicilian Defense,Sicilian Defense: Canal-Sokolsky Attack |  Sokolsky Variation,white,B52,1,1856,1953,57
Ruy Lopez,Ruy Lopez: Exchange Variation |  Gligoric Variation,black,C69,1,1895,1953,40
King's Indian Defense,King's Indian Defense: Orthodox Variation |  Donner Defense,white,E94,1,1938,1527,41
Queen's Gambit Declined,Queen's Gambit Declined,draw,D52,1,1956,1862,113
Blackmar-Diemer Gambit,Blackmar-Diemer Gambit: Teichmann Variation,black,D00,1,1828,1948,94
Benko Gambit Declined |  Main Line,Benko Gambit Declined |  Main Line,black,A57,1,1964,1813,38
King's Pawn Game,King's Pawn Game: Philidor Gambit,black,B07,1,1518,1345,94
Gruenfeld Defense,Gruenfeld Defense: Three Knights Variation |  Paris Variation,black,D94,2,1426,1586,58
Tarrasch Defense,Tarrasch Defense: Classical Variation |  Carlsbad Variation,white,D34,1,2586,1618,44
Hungarian Opening,Hungarian Opening: Reversed Alekhine,black,A00,1,1283,1392,50
Ware Defense,Ware Defense,black,B00,4,1649,1674,60
King's Indian Defense,King's Indian Defense: Saemisch Variation,black,E80,4,1850,1802,46
King's Indian Defense,King's Indian Defense: Fianchetto Variation |  Debrecen Defense,black,E67,3,1878,1958,48
Nimzo-Indian Defense,Nimzo-Indian Defense: Romanishin Variation #2,black,E20,1,2218,1990,60
English Opening,English Opening: Mikenas-Carls Variation #2,white,A18,3,1897,1870,102
English Opening,English Opening: Anglo-Indian Defense |  Anglo-Gruenfeld Variation #3,draw,A16,1,2277,1893,122
English Opening,English Opening: King's English Variation,white,A21,2,1934,1632,64
Queen's Gambit Declined,Queen's Gambit Declined,draw,D30,1,1500,1516,94
King's Pawn Game,King's Pawn Game: King's Head Opening,white,C20,3,1261,1293,48
Center Game,Center Game: Paulsen Attack Variation,white,C22,6,1872,1556,40
Scotch Gambit,Scotch Gambit,white,C44,4,1730,1785,80
French Defense,French Defense: Rubinstein Variation,draw,C10,1,1401,1477,75
French Defense,French Defense: Classical Variation |  Svenonius Variation,black,C10,2,1222,1235,69
Sicilian Defense,Sicilian Defense: Marshall Counterattack,draw,B40,2,1739,1818,109
Nimzowitsch Defense,Nimzowitsch Defense: Scandinavian Variation |  Bogoljubov Variation |  Vehre Variation,draw,B00,1,1257,991,115
Sicilian Defense,Sicilian Defense: Closed #2,white,B24,4,2222,1977,34
Sicilian Defense,Sicilian Defense: Nimzowitsch Variation |  Main Line,white,B29,1,2333,2134,45
Sicilian Defense,Sicilian Defense: Classical Variation,white,B58,1,2320,2013,42
Benko Gambit Accepted |  Yugoslav |  without 7...Bxf1,Benko Gambit Accepted |  Yugoslav |  without 7...Bxf1,black,A59,1,2052,2287,72
Semi-Slav Defense,Semi-Slav Defense: Meran Variation |  Wade Variation,white,D47,1,2276,2057,54
Sicilian Defense,Sicilian Defense: Kan Variation |  Modern Variation,white,B42,4,1866,1868,64
Modern Defense,Modern Defense: Beefeater Variation,white,A40,1,2248,2015,87
Queen's Gambit Refused,Queen's Gambit Refused: Chigorin Defense |  Main Line,white,D07,1,2235,2010,63
Old Indian Defense,Old Indian Defense: Two Knights Variation,white,A54,1,2191,2077,41
Polish Opening,Polish Opening: Queen's Indian Variation,white,A00,1,2067,2243,29
Russian Game,Russian Game: Classical Attack |  Mason Variation,draw,C42,1,2243,2186,107
Caro-Kann Defense,Caro-Kann Defense: Classical |  Spassky Variation,white,B19,2,2204,2066,58
Vienna Game,Vienna Game: Anderssen Defense,draw,C25,1,2052,2162,119
Sicilian Defense,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,black,B33,4,1747,1699,46
Queen's Gambit Accepted,Queen's Gambit Accepted: Showalter Variation,white,D24,1,2094,2041,23
Benoni Defense,Benoni Defense: Benoni-Indian Defense,white,A43,2,2077,2176,70
Queen's Gambit Declined,Queen's Gambit Declined: Capablanca,white,D30,1,1795,1811,117
King's Indian Defense,King's Indian Defense: Smyslov Variation,white,E61,1,1762,1789,65
Old Benoni Defense #2,Old Benoni Defense #2,black,A43,1,1716,1768,56
Sicilian Defense,Sicilian Defense: Scheveningen Variation |  Matanovic Attack,white,B82,1,1734,1727,91
Benoni Defense,Benoni Defense: Modern Variation |  Snake Variation,white,A60,1,1795,1712,71
Gruenfeld Defense,Gruenfeld Defense: Russian Variation |  Accelerated Variation,white,D81,1,1279,1693,81
Gruenfeld Defense,Gruenfeld Defense: Exchange Variation,white,D85,5,1841,1699,34
Russian Game,Russian Game: French Attack,black,C42,2,1634,1994,56
Sicilian Defense,Sicilian Defense: Katalimov Variation,black,B27,3,1562,1535,75
Grob Opening,Grob Opening: Spike |  Hurst Attack,white,A00,3,1486,1515,50
Nimzowitsch Defense,Nimzowitsch Defense: French Connection,black,B00,1,1176,1526,60
French Defense,French Defense: Paulsen Variation,draw,C10,2,1770,1509,71
Queen's Gambit Accepted,Queen's Gambit Accepted: Normal Variation,white,D25,3,2041,1865,54
Scandinavian Defense,Scandinavian Defense: Icelandic-Palme Gambit,white,B01,3,1838,1809,94
English Opening,English Opening: King's English Variation |  Four Knights Variation |  Quiet Line #3,black,A28,3,1610,1542,71
Scandinavian Defense,Scandinavian Defense: Portuguese Variation,black,B01,4,1957,1931,60
English Opening,English Opening: King's English Variation |  Two Knights Variation |  Keres Variation,white,A23,1,2018,1988,28
English Opening,English Opening: Symmetrical Variation |  Botvinnik System Reversed,white,A36,1,1984,2052,106
English Opening,English Opening: Jaenisch Gambit,black,A10,1,1996,2132,68
English Opening,English Opening: Anglo-Indian Defense |  Scandinavian Defense |  Exchange Variation,white,A15,3,2154,2036,52
English Opening,English Opening: Anglo-Indian Defense |  Scandinavian Defense |  Exchange Variation,black,A15,1,2017,2167,60
Torre Attack,Torre Attack: Classical Defense |  Nimzowitsch Variation,black,A46,3,1955,2024,63
Scandinavian Defense,Scandinavian Defense: Portuguese Variation,draw,B01,3,2089,1961,102
Dutch Defense,Dutch Defense: Staunton Gambit Accepted,black,A82,2,1978,1744,67
